Group,name,Recording,ctrlength,length,contour_  1,contour_  2,contour_  3,contour_  4,contour_  5,contour_  6,contour_  7,contour_  8,contour_  9,contour_ 10,contour_ 11,contour_ 12,contour_ 13,contour_ 14,contour_ 15,contour_ 16,contour_ 17,contour_ 18,contour_ 19,contour_ 20,contour_ 21,contour_ 22,contour_ 23,contour_ 24,contour_ 25,contour_ 26,contour_ 27,contour_ 28,contour_ 29,contour_ 30,contour_ 31,contour_ 32,contour_ 33,contour_ 34,contour_ 35,contour_ 36,contour_ 37,contour_ 38,contour_ 39,contour_ 40,contour_ 41,contour_ 42,contour_ 43,contour_ 44,contour_ 45,contour_ 46,contour_ 47,contour_ 48,contour_ 49,contour_ 50,contour_ 51,contour_ 52,contour_ 53,contour_ 54,contour_ 55,contour_ 56,contour_ 57,contour_ 58,contour_ 59,contour_ 60,contour_ 61,contour_ 62,contour_ 63,contour_ 64,contour_ 65,contour_ 66,contour_ 67,contour_ 68,contour_ 69,contour_ 70,contour_ 71,contour_ 72,contour_ 73,contour_ 74,contour_ 75,contour_ 76,contour_ 77,contour_ 78,contour_ 79,contour_ 80,contour_ 81,contour_ 82,contour_ 83,contour_ 84,contour_ 85,contour_ 86,contour_ 87,contour_ 88,contour_ 89,contour_ 90,contour_ 91,contour_ 92,contour_ 93,contour_ 94,contour_ 95,contour_ 96,contour_ 97,contour_ 98,contour_ 99,contour_100,contour_101,contour_102,contour_103,contour_104,contour_105,contour_106,contour_107,contour_108,contour_109,contour_110,contour_111,contour_112,contour_113,contour_114,contour_115,contour_116,contour_117,contour_118,contour_119,contour_120,contour_121,contour_122,contour_123,contour_124,contour_125,contour_126,contour_127,contour_128,contour_129,contour_130,contour_131,contour_132,contour_133,contour_134,contour_135,contour_136,contour_137,contour_138,contour_139,contour_140,contour_141,contour_142,contour_143,contour_144,contour_145,contour_146,contour_147,contour_148,contour_149,contour_150,contour_151,contour_152,contour_153,contour_154,contour_155,contour_156,contour_157,contour_158,contour_159,contour_160,contour_161,contour_162,contour_163,contour_164,contour_165,contour_166,contour_167,contour_168,contour_169,contour_170,contour_171,contour_172,contour_173,contour_174,contour_175,contour_176,contour_177,contour_178,contour_179,contour_180,contour_181,contour_182,contour_183,contour_184,contour_185,contour_186,contour_187,contour_188,contour_189,contour_190,contour_191,contour_192,contour_193,contour_194,contour_195,contour_196,contour_197,contour_198,contour_199,contour_200,contour_201,contour_202,contour_203,contour_204,contour_205,contour_206,contour_207,contour_208,contour_209,contour_210,contour_211,contour_212,contour_213,contour_214,contour_215,contour_216,contour_217,contour_218,contour_219,contour_220,contour_221,contour_222,contour_223,contour_224,contour_225,contour_226,contour_227,contour_228,contour_229,contour_230,contour_231,contour_232,contour_233,contour_234,contour_235,contour_236,contour_237,contour_238,contour_239,contour_240,contour_241,contour_242,contour_243,contour_244,contour_245,contour_246,contour_247,contour_248,contour_249,contour_250,contour_251,contour_252,contour_253,contour_254,contour_255,contour_256,contour_257,contour_258,contour_259,contour_260,contour_261,contour_262,contour_263,contour_264,contour_265,contour_266,contour_267,contour_268,contour_269,contour_270,contour_271,contour_272,contour_273,contour_274,contour_275,contour_276,contour_277,contour_278,contour_279,contour_280,contour_281,contour_282,contour_283,contour_284,contour_285,contour_286,contour_287,contour_288,contour_289,contour_290,contour_291,contour_292,contour_293,contour_294,contour_295,contour_296,contour_297,contour_298,contour_299,contour_300,contour_301,contour_302,contour_303,contour_304,contour_305,contour_306,contour_307,contour_308,contour_309,contour_310,contour_311,contour_312,contour_313,contour_314,contour_315,contour_316,contour_317,contour_318,contour_319,contour_320,contour_321,contour_322,contour_323,contour_324,contour_325,contour_326,contour_327,contour_328,contour_329,contour_330,contour_331,contour_332,contour_333,contour_334,contour_335,contour_336,contour_337,contour_338,contour_339,contour_340,contour_341,contour_342,contour_343,contour_344,contour_345,contour_346,contour_347,contour_348,tempres,category,match
Artificial_MSG,PAC_13.ctr,2,0.237333333,24,10593.75,11015.625,11203.125,11718.75,11906.25,12234.375,12609.375,12984.375,13640.625,14203.125,14812.5,15421.875,15937.5,16593.75,17015.625,17296.875,17812.5,18046.875,18609.375,18984.375,19453.125,19968.75,20531.25,20718.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,27,99.3425294
Guiana,PAC_132.ctr,2,0.114666667,12,13875,13781.25,14296.875,14390.625,14953.125,15375,15656.25,16171.875,16734.375,17156.25,17531.25,17671.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,83,98.39975579
Guiana,PAC_133.ctr,2,0.188666667,19,10640.625,10640.625,11343.75,11718.75,12328.125,12421.875,13031.25,12937.5,13078.125,13593.75,13640.625,13734.375,13968.75,15140.625,15328.125,15375,15421.875,16687.5,16734.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,8,98.52625421
Artificial_MSG,PAC_134.ctr,2,0.124666667,13,11578.125,9515.625,9046.875,8718.75,8765.625,8812.5,9046.875,9750,10734.375,11296.875,11484.375,11578.125,13406.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,323,100
Guiana,PAC_136.ctr,2,0.206666667,21,19078.125,17859.375,18140.625,18656.25,19031.25,19640.625,19968.75,20390.625,20625,20812.5,20812.5,21234.375,21328.125,21421.875,21750,21890.625,22125,22312.5,22453.125,22828.125,25875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,235,98.47001186
Guiana,PAC_14.ctr,1,0.470666667,48,7546.875,7546.875,8156.25,8437.5,8671.875,8859.375,9046.875,9187.5,9468.75,9843.75,10312.5,11015.625,11484.375,11859.375,11953.125,12046.875,12140.625,12234.375,12328.125,12937.5,12984.375,12937.5,12984.375,14718.75,14671.875,15234.375,15703.125,16828.125,17296.875,18281.25,19406.25,20203.125,21421.875,21515.625,22218.75,22781.25,23203.125,23015.625,24421.875,24375,24328.125,24328.125,24375,24515.625,24328.125,24328.125,23859.375,24140.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,10,97.29360814
Artificial_MSG,PAC_140.ctr,2,0.310666667,32,15843.75,15796.875,16265.625,16640.625,16921.875,17250,17390.625,17390.625,17390.625,17390.625,17437.5,17437.5,17437.5,17484.375,17484.375,17625,17765.625,17765.625,17671.875,17578.125,17015.625,17062.5,17156.25,17484.375,17484.375,17484.375,17531.25,17765.625,17812.5,18750,20250,20812.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,288,98.56078136
Guiana,PAC_143.ctr,2,0.469333333,47,10687.5,11015.625,11250,11531.25,12000,12656.25,13031.25,12937.5,12890.625,12843.75,12890.625,13828.125,13828.125,13828.125,13828.125,13828.125,13875,13875,14812.5,14953.125,15140.625,16593.75,16734.375,16828.125,140.625,140.625,140.625,140.625,140.625,140.625,140.625,20062.5,21468.75,23390.625,24515.625,25828.125,26531.25,26765.625,27281.25,27468.75,27562.5,28500,28781.25,29156.25,29953.125,32015.625,32015.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,182,100
Guiana,PAC_144.ctr,2,0.279333333,28,12281.25,12281.25,12562.5,12656.25,12796.875,12937.5,12984.375,13406.25,13593.75,13687.5,13875,13828.125,14062.5,14109.375,14156.25,14250,14343.75,14296.875,14437.5,15703.125,16312.5,16921.875,17578.125,17765.625,19921.875,20250,20437.5,20531.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,206,97.56022413
Artificial_MSG,PAC_145.ctr,2,0.223333333,23,10546.875,10546.875,10921.875,11343.75,11718.75,12140.625,12234.375,12328.125,12843.75,12843.75,12796.875,12796.875,12796.875,13500,13593.75,13640.625,13828.125,13875,13875,14625,14906.25,15093.75,15093.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,316,98.52187574
Guiana,PAC_146.ctr,2,0.483333333,49,8578.125,8765.625,9328.125,9750,9984.375,10125,10265.625,10312.5,11062.5,11156.25,11250,11531.25,11625,11671.875,11718.75,11718.75,12328.125,12375,12468.75,12468.75,12562.5,12562.5,12703.125,12703.125,12703.125,12703.125,12937.5,12937.5,13078.125,13125,13125,13171.875,13218.75,13265.625,13546.875,13734.375,13781.25,13828.125,13781.25,13781.25,13781.25,13828.125,13828.125,13921.875,14015.625,14062.5,14109.375,14109.375,14109.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,34,99.02022959
Guiana,PAC_148.ctr,2,0.166,17,24656.25,24796.875,24421.875,24890.625,25125,25312.5,25500,25875,26156.25,26250,26625,26906.25,27046.875,27421.875,27984.375,28312.5,28828.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,25,98.9396186
Artificial_MSG,PAC_149.ctr,2,0.294666667,30,6046.875,7921.875,8250,8671.875,9234.375,9796.875,10453.125,11156.25,11953.125,12890.625,13453.125,14015.625,14390.625,15000,15187.5,15468.75,15656.25,15656.25,15796.875,16031.25,16171.875,16218.75,16359.375,16406.25,16640.625,17109.375,17671.875,18140.625,18562.5,19312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,129,98.46221537
Guiana,PAC_150.ctr,2,0.302,31,4734.375,5578.125,7640.625,8437.5,9187.5,9468.75,9421.875,9468.75,9890.625,10453.125,11203.125,11671.875,12562.5,12984.375,13453.125,13875,15328.125,15843.75,15375,15562.5,15796.875,15937.5,16218.75,16546.875,16875,17109.375,17437.5,17859.375,18656.25,19500,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,129,98.09535238
Guiana,PAC_151.ctr,2,0.133333333,14,13921.875,14812.5,14812.5,14953.125,15093.75,15140.625,15093.75,15093.75,15000,15000,14906.25,14812.5,14718.75,14578.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,4,98.62370097
Artificial_MSG,PAC_152.ctr,2,0.511333333,52,4312.5,3843.75,3750,3796.875,4171.875,4078.125,5343.75,5718.75,6468.75,6656.25,7031.25,8156.25,9000,9562.5,9890.625,10031.25,10265.625,10546.875,11203.125,11296.875,11484.375,11812.5,11859.375,11953.125,12000,12046.875,12140.625,12703.125,12890.625,12984.375,13125,13125,13359.375,13406.25,13406.25,13500,13500,14156.25,14109.375,14109.375,14109.375,13968.75,14015.625,14062.5,13968.75,13921.875,13968.75,13921.875,13875,13875,13828.125,13781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,319,100
Guiana,PAC_158.ctr,2,0.084666667,9,17765.625,17437.5,20296.875,23484.375,25078.125,25875,26765.625,27703.125,28078.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,238,98.66826513
Guiana,PAC_159.ctr,2,0.344,35,21890.625,22640.625,23343.75,23250,23015.625,23015.625,23156.25,23250,23250,23250,23250,23250,23250,23250,23250,23250,23250,23343.75,23390.625,23390.625,23484.375,23531.25,23578.125,23578.125,23625,23671.875,23718.75,24421.875,24562.5,24750,24937.5,25171.875,25453.125,25781.25,26250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,367,96.54650174
Artificial_MSG,PAC_165.ctr,2,0.176666667,18,8953.125,9000,8625,8390.625,8390.625,8578.125,9000,10265.625,13640.625,16687.5,18000,22875,24000,24281.25,24281.25,23718.75,23203.125,21421.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,315,100
Guiana,PAC_166.ctr,2,0.194,20,26343.75,26343.75,26343.75,26390.625,26437.5,26531.25,26531.25,26953.125,26953.125,27046.875,27093.75,27140.625,27140.625,27140.625,27140.625,27140.625,27093.75,27046.875,26531.25,26296.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,37,98.7429768
Guiana,PAC_167.ctr,2,0.146666667,15,16078.125,14906.25,14343.75,14390.625,13828.125,13218.75,12843.75,11859.375,11578.125,11578.125,11671.875,11953.125,12750,13921.875,16312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,214,100
Artificial_MSG,PAC_171.ctr,2,0.135333333,14,10453.125,11765.625,11296.875,14578.125,15562.5,15703.125,15984.375,16125,16265.625,16453.125,16640.625,17062.5,17437.5,18843.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,108,97.86873458
Guiana,PAC_172.ctr,2,0.45,45,4875,4875,4968.75,4968.75,5015.625,5015.625,4968.75,4921.875,4921.875,4875,4875,4875,4921.875,4921.875,4921.875,4875,4875,4828.125,4828.125,4875,4875,4875,4875,4875,4875,4875,4875,4921.875,4875,4921.875,4921.875,4921.875,4921.875,4921.875,4968.75,5109.375,5062.5,5062.5,5109.375,5109.375,5156.25,5156.25,5156.25,5296.875,5390.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,216,99.20041282
Guiana,PAC_173.ctr,2,0.163333333,17,11953.125,11531.25,12000,12468.75,12890.625,13218.75,13921.875,14390.625,14953.125,15515.625,16171.875,16921.875,17906.25,18890.625,19546.875,21000,22687.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,332,98.8544945
