Group,name,Recording,ctrlength,length,contour_  1,contour_  2,contour_  3,contour_  4,contour_  5,contour_  6,contour_  7,contour_  8,contour_  9,contour_ 10,contour_ 11,contour_ 12,contour_ 13,contour_ 14,contour_ 15,contour_ 16,contour_ 17,contour_ 18,contour_ 19,contour_ 20,contour_ 21,contour_ 22,contour_ 23,contour_ 24,contour_ 25,contour_ 26,contour_ 27,contour_ 28,contour_ 29,contour_ 30,contour_ 31,contour_ 32,contour_ 33,contour_ 34,contour_ 35,contour_ 36,contour_ 37,contour_ 38,contour_ 39,contour_ 40,contour_ 41,contour_ 42,contour_ 43,contour_ 44,contour_ 45,contour_ 46,contour_ 47,contour_ 48,contour_ 49,contour_ 50,contour_ 51,contour_ 52,contour_ 53,contour_ 54,contour_ 55,contour_ 56,contour_ 57,contour_ 58,contour_ 59,contour_ 60,contour_ 61,contour_ 62,contour_ 63,contour_ 64,contour_ 65,contour_ 66,contour_ 67,contour_ 68,contour_ 69,contour_ 70,contour_ 71,contour_ 72,contour_ 73,contour_ 74,contour_ 75,contour_ 76,contour_ 77,contour_ 78,contour_ 79,contour_ 80,contour_ 81,contour_ 82,contour_ 83,contour_ 84,contour_ 85,contour_ 86,contour_ 87,contour_ 88,contour_ 89,contour_ 90,contour_ 91,contour_ 92,contour_ 93,contour_ 94,contour_ 95,contour_ 96,contour_ 97,contour_ 98,contour_ 99,contour_100,contour_101,contour_102,contour_103,contour_104,contour_105,contour_106,contour_107,contour_108,contour_109,contour_110,contour_111,contour_112,contour_113,contour_114,contour_115,contour_116,contour_117,contour_118,contour_119,contour_120,contour_121,contour_122,contour_123,contour_124,contour_125,contour_126,contour_127,contour_128,contour_129,contour_130,contour_131,contour_132,contour_133,contour_134,contour_135,contour_136,contour_137,contour_138,contour_139,contour_140,contour_141,contour_142,contour_143,contour_144,contour_145,contour_146,contour_147,contour_148,contour_149,contour_150,contour_151,contour_152,contour_153,contour_154,contour_155,contour_156,contour_157,contour_158,contour_159,contour_160,contour_161,contour_162,contour_163,contour_164,contour_165,contour_166,contour_167,contour_168,contour_169,contour_170,contour_171,contour_172,contour_173,contour_174,contour_175,contour_176,contour_177,contour_178,contour_179,contour_180,contour_181,contour_182,contour_183,contour_184,contour_185,contour_186,contour_187,contour_188,contour_189,contour_190,contour_191,contour_192,contour_193,contour_194,contour_195,contour_196,contour_197,contour_198,contour_199,contour_200,contour_201,contour_202,contour_203,contour_204,contour_205,contour_206,contour_207,contour_208,contour_209,contour_210,contour_211,contour_212,contour_213,contour_214,contour_215,contour_216,contour_217,contour_218,contour_219,contour_220,contour_221,contour_222,contour_223,contour_224,contour_225,contour_226,contour_227,contour_228,contour_229,contour_230,contour_231,contour_232,contour_233,contour_234,contour_235,contour_236,contour_237,contour_238,contour_239,contour_240,contour_241,contour_242,contour_243,contour_244,contour_245,contour_246,contour_247,contour_248,contour_249,contour_250,contour_251,contour_252,contour_253,contour_254,contour_255,contour_256,contour_257,contour_258,contour_259,contour_260,contour_261,contour_262,contour_263,contour_264,contour_265,contour_266,contour_267,contour_268,contour_269,contour_270,contour_271,contour_272,contour_273,contour_274,contour_275,contour_276,contour_277,contour_278,contour_279,contour_280,contour_281,contour_282,contour_283,contour_284,contour_285,contour_286,contour_287,contour_288,contour_289,contour_290,contour_291,contour_292,contour_293,contour_294,contour_295,contour_296,contour_297,contour_298,contour_299,contour_300,contour_301,contour_302,contour_303,contour_304,contour_305,contour_306,contour_307,contour_308,contour_309,contour_310,contour_311,contour_312,contour_313,contour_314,contour_315,contour_316,contour_317,contour_318,contour_319,contour_320,contour_321,contour_322,contour_323,contour_324,contour_325,contour_326,contour_327,contour_328,contour_329,contour_330,contour_331,contour_332,contour_333,contour_334,contour_335,contour_336,contour_337,contour_338,contour_339,contour_340,contour_341,contour_342,contour_343,contour_344,contour_345,contour_346,contour_347,contour_348,tempres,category,match
Bottlenose,bocas.T00000141.sel.18.ch01.ctr,T00000135,0.172373333,18,5419.921875,5456.542969,5484.008789,5749.511719,6665.039063,6591.796875,6481.933594,6298.828125,6317.138672,6298.828125,6298.828125,6548.309326,6619.262695,7072.44873,7727.050781,7944.488525,8642.578125,9814.453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,170,98.10839765
Bottlenose,bocas.T00000141.sel.25.ch01.ctr,T00000135,0.40448,41,9375,9674.835205,11123.65723,12462.61597,13613.8916,14435.57739,15431.21338,16177.36816,16479.49219,16474.91455,16159.05762,16003.41797,15902.70996,15685.27222,15348.81592,14964.29443,14465.33203,13501.7395,12524.41406,11828.61328,11508.17871,11359.40552,11425.78125,11574.55444,11645.50781,11899.56665,12007.14111,12458.03833,12753.2959,13037.10938,13366.69922,13879.39453,14208.98438,14334.86938,14465.33203,14476.77612,14208.98438,13952.63672,13746.64307,12954.71191,12707.51953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,52,97.52748243
Artificial_MSG,bocas.T00000141.sel.28.ch01.ctr,T00000135,0.071253333,8,4248.046875,4483.795166,4541.015625,4918.670654,5218.505859,5790.710449,6147.766113,6559.753418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,105,98.40674009
Bottlenose,bocas.T00000141.sel.29.ch01.ctr,T00000135,0.25344,26,5603.027344,5467.987061,5635.070801,5820.465088,6143.188477,6415.557861,6527.709961,6887.054443,7324.21875,7688.140869,7923.88916,8322.143555,8935.546875,9278.869629,9590.148926,9830.474854,9741.210938,9594.726563,9265.136719,8816.52832,7937.62207,7257.843018,6642.150879,6003.570557,5841.064453,5740.356445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,106,98.02727736
Bottlenose,bocas.T00000141.sel.30.ch01.ctr,T00000135,0.755626667,76,8789.0625,8789.0625,8752.441406,8509.82666,8001.708984,7720.184326,7470.703125,7141.113281,6921.386719,6591.796875,6472.77832,6241.607666,5932.617188,5760.955811,5493.164063,5200.195313,4248.046875,4541.015625,4650.878906,4650.878906,4650.878906,5072.021484,4957.580566,5017.089844,5126.953125,5406.188965,5456.542969,5456.542969,5566.40625,5834.197998,5937.194824,5932.617188,6005.859375,6628.417969,6884.765625,7006.072998,7131.958008,7340.240479,7507.324219,7692.718506,8184.814453,8351.898193,8569.335938,8818.817139,8999.633789,9155.273438,9489.440918,9720.611572,9851.074219,9944.915771,10070.80078,10070.80078,9640.50293,8995.056152,7791.137695,7141.113281,6353.759766,6152.34375,5982.971191,5630.493164,5529.785156,5566.40625,5534.362793,4541.015625,4870.605469,4870.605469,4833.984375,4833.984375,4797.363281,4797.363281,4701.23291,4575.3479,4541.015625,4577.636719,4541.015625,4541.015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,86,98.29054819
Artificial_MSG,bocas.T00000153.sel.02.ch01.ctr,T00000153,0.157013333,16,22961.42578,23071.28906,23039.24561,23023.22388,22998.04688,22998.04688,22998.04688,22888.18359,22851.5625,22705.07813,22668.45703,22631.83594,22302.24609,22119.14063,21972.65625,21936.03516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,273,98.81647084
Bottlenose,bocas.T00000153.sel.10.ch01.ctr,T00000153,0.09728,10,8642.578125,8443.450928,8386.230469,8239.746094,8056.640625,7697.296143,7640.075684,7575.98877,7507.324219,7434.082031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,39,98.49890121
Bottlenose,bocas.T00000153.sel.23.ch01.ctr,T00000153,0.0896,9,13037.10938,13199.61548,13471.98486,13707.73315,13842.77344,14083.09937,14282.22656,14392.08984,14538.57422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,19,98.9625604
Artificial_MSG,bocas.T00000153.sel.24.ch01.ctr,T00000153,0.151466667,16,11572.26563,11572.26563,11718.75,12133.02612,12698.36426,13117.21802,13705.44434,14208.98438,14208.98438,14575.19531,15065.00244,15490.72266,16195.67871,16662.59766,17070.00732,18164.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,108,98.77671677
Bottlenose,bocas.T00000153.sel.32.ch01.ctr,T00000153,0.195413333,20,8825.683594,9379.577637,9338.378906,9301.757813,9228.515625,9265.136719,9608.459473,10514.83154,10931.39648,11389.16016,11755.37109,12524.41406,12863.15918,13245.39185,13655.09033,14099.12109,14099.12109,14339.44702,14131.16455,13149.26147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,34,97.70345374
Bottlenose,bocas.T00000153.sel.33.ch01.ctr,T00000153,0.180053333,18,12194.82422,12064.36157,12579.3457,12810.51636,13174.43848,13497.16187,13623.04688,13549.80469,13330.07813,13144.68384,12611.38916,12334.44214,11837.76855,11597.44263,11457.82471,10322.5708,9851.074219,9484.863281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,38,98.67850696
Artificial_MSG,bocas.T00000153.sel.34.ch01.ctr,T00000153,0.190293333,19,9704.589844,11398.31543,12744.14063,13707.73315,14227.29492,14648.4375,14685.05859,14721.67969,14776.61133,14831.54297,14831.54297,14728.54614,14602.66113,14048.76709,13403.32031,12634.27734,11718.75,10384.3689,9420.776367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,17,98.34288268
Bottlenose,bocas.T00000153.sel.36.ch01.ctr,T00000153,0.225706667,23,11462.40234,11945.34302,13513.18359,14669.03687,15252.68555,15417.48047,15490.72266,15490.72266,15490.72266,15525.05493,15531.92139,15252.68555,14602.66113,13707.73315,12757.87354,12100.98267,10949.70703,9860.229492,9201.049805,7715.606689,7150.268555,6312.561035,5314.63623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,77,97.61173763
Bottlenose,bocas.T00000154.sel.06.ch01.ctr,T00000153,0.066133333,7,5493.164063,4646.30127,4211.425781,4138.183594,4284.667969,5023.956299,5744.934082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,145,100
Artificial_MSG,bocas.T00000154.sel.08.ch01.ctr,T00000153,0.10496,11,6665.039063,5383.300781,5776.977539,5632.781982,4833.984375,4907.226563,5223.083496,5383.300781,5676.269531,5859.375,7864.379883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,79,100
Bottlenose,bocas.T00000261.sel.05.ch01.ctr,T00000261,0.241664,25,14968.87207,14936.68556,14300.82321,13783.69331,13183.59375,12839.55574,12019.15741,11444.0918,11123.65723,10528.56445,10208.12988,9796.142578,9704.589844,9593.725204,9201.049805,8814.096451,8914.94751,8427.143097,8163.928986,7906.43692,7739.067078,7418.632507,7116.794586,6904.363632,6734.848022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,251,98.66818827
Bottlenose,bocas.T00000261.sel.24.ch01.ctr,T00000261,0.150528,16,15930.17578,15669.10744,15747.07031,15701.29395,15655.51758,15609.74121,15609.74121,15563.96484,15489.57825,15426.63574,15287.87613,14800.78697,14785.7666,14785.7666,14923.0957,15563.96484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,116,98.74987604
Artificial_MSG,bocas.T00000263.sel.08.ch01.ctr,T00000261,0.067242667,7,7278.442383,8665.323257,9136.676788,9297.609329,9750.366211,10437.01172,10325.43182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,222,98.03564464
Bottlenose,bocas.T00000263.sel.104.ch01.ctr,T00000261,1.429162667,143,18081.66504,17952.91901,16589.64157,16525.26855,16516.68549,16479.49219,16387.93945,16067.50488,15930.17578,15930.17578,15884.39941,15722.75162,15563.96484,15518.18848,15472.41211,15472.41211,15426.63574,15426.63574,15426.63574,15364.40849,15103.34015,14968.87207,14923.0957,14831.54297,14780.04456,14694.21387,14648.4375,14465.33203,14222.14508,13814.44931,13187.88528,12487.64992,11856.0791,11810.30273,10848.99902,10263.91983,9750.366211,9567.260742,9325.504303,9017.944336,8880.615234,8743.286133,8743.286133,8743.286133,8743.286133,8743.286133,8697.509766,8651.733398,8605.957031,8514.404297,8377.075195,8233.308792,8148.193359,7919.311523,7461.547852,7202.625275,6866.455078,6595.373154,6352.901459,6271.362305,6262.779236,6134.033203,6088.256836,6134.033203,6317.138672,7095.336914,8641.719818,10940.55176,13146.40045,14992.47551,16296.38672,17807.00684,19042.96875,19134.52148,19180.29785,19204.61655,18585.20508,18578.76778,18905.63965,18976.44997,18905.63965,18583.05931,18173.21777,17869.23409,17031.66962,16673.32649,16662.59766,16616.82129,16525.26855,16197.68143,16067.50488,15838.62305,15701.29395,15581.84624,15518.18848,15426.63574,15335.08301,15014.64844,14968.87207,14923.0957,14831.54297,14739.99023,14648.4375,14556.88477,14368.05725,14190.67383,13958.93097,13687.13379,13323.78387,13229.37012,12970.44754,12819.52858,12588.50098,12359.61914,12313.84277,12222.29004,12156.48651,11718.75,11672.97363,11672.97363,11672.97363,11672.97363,11672.97363,11672.97363,11672.97363,11672.97363,11627.19727,11581.4209,11535.64453,11444.0918,11371.13571,11215.20996,11032.10449,10872.60246,10574.34082,9972.09549,8943.557739,8300.542831,7644.65332,7220.506668,6683.349609,6225.585938,5739.212036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,156,98.38737612
Bottlenose,bocas.T00000263.sel.106.ch01.ctr,T00000261,0.442709333,45,16983.03223,16920.08972,16662.59766,16652.58408,16333.58002,16091.10832,16113.28125,16021.72852,15884.39941,15594.00558,15472.41211,15322.92366,14948.84491,14877.31934,14458.17947,14398.81325,13824.46289,13684.98802,13549.80469,13520.4792,11990.54718,11454.82063,11239.52866,10665.89355,10299.68262,9959.936142,9816.169739,9704.589844,9140.968323,8972.167969,8660.316467,8459.329605,8377.075195,8193.969727,8239.746094,8193.969727,8331.298828,8515.119553,8651.733398,9102.344513,9933.47168,11085.74867,12155.056,13708.59146,14971.73309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,32,98.57927492
Artificial_MSG,bocas.T00000263.sel.107.ch01.ctr,T00000261,0.242005333,25,15975.95215,15531.77834,15335.08301,15091.1808,14814.37683,14076.94817,13356.68564,12592.07726,11014.93835,10010.00404,9295.463562,8822.67952,8159.637451,7821.321487,7781.982422,7781.982422,8228.302002,8789.0625,9125.232697,9658.813477,10434.1507,11648.65494,13253.68881,14678.47824,15552.52075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,274,98.1668292
Bottlenose,bocas.T00000263.sel.108.ch01.ctr,T00000261,0.297984,30,15609.74121,15609.74121,15472.41211,15380.85938,15134.8114,15060.4248,14968.87207,14877.31934,14831.54297,14694.21387,14509.67789,14099.12109,13778.68652,13556.24199,12680.05371,12363.91068,10700.22583,9565.114975,8178.2341,6974.458694,6503.105164,6236.314774,6179.80957,6263.494492,6505.966187,7435.083389,8605.957031,11487.7224,13944.62585,15856.50444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,5,98.53243069
