Group,category,type,Group_full,,,
Bottlenose Dolphin Single Species Group (Exclusive),367,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),372,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),382,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),388,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),393,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),396,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),398,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),410,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),413,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),425,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),429,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),432,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),434,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),439,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),449,Concave,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),452,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),464,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),465,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),473,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),486,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),491,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),494,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),499,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),502,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),503,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),513,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),516,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),538,Concave,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),546,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),556,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),564,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),576,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),579,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),588,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),594,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),595,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),598,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),599,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),605,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),610,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),624,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),627,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),628,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),631,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),635,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),643,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),652,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),658,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),662,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),666,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),667,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),668,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),669,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),684,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),689,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),693,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),697,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),699,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),700,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),703,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),706,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),707,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),708,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),712,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),719,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),720,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),721,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),723,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),747,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),765,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),772,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),773,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),782,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),788,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),789,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),796,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),797,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),798,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),801,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),804,Constant,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),805,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),806,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),807,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),814,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),819,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),822,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),826,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),829,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),830,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),831,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),833,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),835,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),838,Concave,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),842,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),857,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),863,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),876,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),877,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),913,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),921,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),934,Concave,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),940,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),978,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),1002,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),1011,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),1026,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),1033,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),1085,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),1156,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),1320,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),1427,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),1453,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),1471,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),1518,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),1795,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),1840,Upsweep,tt,,,
